sep=,
From: 2023-03-16,Store: googleplay,Cid: 219676,To: 2024-10-16,Ext_id: co.billpoint.app
Submission date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Reply Delta,Developer Reply,User,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link,Device Name,VersionCode,OS
2024-09-07T06:36:49+00:00,co.billpoint.app,,us,en,,maliki job,1,,Very poor customer service I have credited my account its not reflecting,,,,,,,,,2024-09-11T18:44:59,Account Issues,Bugs,Negative,,,,,https://appfollow.io/gp/92092/review/5892778567?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778567,,,
2024-09-06T17:33:39+00:00,co.billpoint.app,,us,ru,,rebecca oreofe,5,,"Kudos to u bill point,I love it",,,,,,,,,2024-09-11T18:44:59,Thank You,User Feedback,Positive,,,,,https://appfollow.io/gp/92092/review/5892778568?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778568,,,
2024-09-06T16:52:27+00:00,co.billpoint.app,,us,en,,Ovwighose Kelly Ugo,5,,very good app,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778569?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778569,,,
2024-09-06T15:16:25+00:00,co.billpoint.app,,us,en,,Monty,1,,"I don't know the reason why the app takes so much time to be funded. Try to fix it, it's really frustrating.. you don't even deserve a star.",,,,,,,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778570?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778570,,,
2024-09-06T12:24:28+00:00,co.billpoint.app,,us,en,,Benita Cox,3,,Nice and okay but why must they tell me my max amount i can purchase when I have above what it the max amount it,,,,,,,,,2024-09-11T18:44:59,,,Mixed,,,,,https://appfollow.io/gp/92092/review/5892778571?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778571,,,
2024-09-06T07:32:14+00:00,co.billpoint.app,,us,en,,Aondongu Wuese Cordelia,2,,there are always telling me my password is not correct even though am sure it's the correct password,,,,,,,,,2024-09-11T18:44:59,Login & Access,Bugs,Negative,,,,,https://appfollow.io/gp/92092/review/5892778572?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778572,,,
2024-09-05T20:33:29+00:00,co.billpoint.app,,us,en,,David Amaechi,1,,This app is a scam don't trade anything in this app Blord will enrich him self and make us broke #BLORD PAY US# 😭🤬,,,,,,,,,2024-09-11T18:44:59,Fraud,User Feedback,Negative,,,,,https://appfollow.io/gp/92092/review/5892778573?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778573,,,
2024-09-05T19:42:37+00:00,co.billpoint.app,,us,en,,Emma Sunday,2,,It's great,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778574?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778574,,,
2024-09-05T16:52:46+00:00,co.billpoint.app,,us,en,,Samuel Prince,3,,The app is decent and chill But the bad side is when I pay from bank to ballpoint. It doesn't reflect on time Response is slow,,,,,,,,,2024-09-11T18:44:59,Slow,Bugs,Mixed,,,,,https://appfollow.io/gp/92092/review/5892778575?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778575,,,
2024-09-05T13:04:01+00:00,co.billpoint.app,,us,en,,Martins Michael,1,,This app was the best before suddenly the price just went up,,,,,,,,,2024-09-11T18:44:59,Pricing,Monetization,Mixed,,,,,https://appfollow.io/gp/92092/review/5892778576?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778576,,,
2024-09-05T10:14:02+00:00,co.billpoint.app,,us,en,,Amir Abubakar,5,,Billpoint is the best,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778577?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778577,,,
2024-09-04T18:21:49+00:00,co.billpoint.app,,us,en,,UCHE DANIEL,3,,The app doesn't have way to contact customer care for any problems. because i have been debited from my bill point wallet several times for unsuccessful transactions and never got a refund .,,,,,,,,,2024-09-11T18:44:59,"Customer Service,Payment Issues,Refund Request","Bugs,Monetization,User Feedback",Negative,,,,,https://appfollow.io/gp/92092/review/5892778578?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778578,,,
2024-09-02T09:46:23+00:00,co.billpoint.app,,us,en,,Lifetime Essien,5,,It fast and affordable data with alot more I love it.,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778579?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778579,,,
2024-09-02T05:24:11+00:00,co.billpoint.app,,us,en,,onyekachi Elizabeth,1,,"I am done with this app,I fund my wallet since yesterday, you people told me sent, but still I have only 236.20,i even screenshot it, and no top up yet, what's really going on,I really don't understand you people anymore,",,,2024-05-06T09:13:03+00:00,,"Dear customer, we apologize for the troubles you might have experienced while using our app. For swift response to your enquires/complaints, Kindly contact our support team via telegram on +2349165772639. Thank you for choosing Billpoint.",,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778580?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778580,,,
2024-09-02T02:25:33+00:00,co.billpoint.app,,us,en,,Destiny okunbor Aigbe,1,,I don't know what is wrong with my bill point account I decided to funds my account but immediately I do my account was being suspended by fraud and immediately blocked and now I still can't get access to my account,,,,,,,,,2024-09-11T18:44:59,Account Issues,Bugs,Negative,,,,,https://appfollow.io/gp/92092/review/5892778581?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778581,,,
2024-09-02T00:11:45+00:00,co.billpoint.app,,us,,,JONATHAN MATHEW,4,,Amazing👍,,,,,,,,,2024-09-11T18:44:59,,,,,,,,https://appfollow.io/gp/92092/review/5892778582?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778582,,,
2024-09-01T22:09:22+00:00,co.billpoint.app,,us,en,,ODUSINA OLUFEMI,1,,This app is not worthy of use. Have funded my wallet countless times and it won't reflect. And a very poor customer service. Fund at owners risk. Time to delete the app thanks,,,,,,,,,2024-09-11T18:44:59,Doesn't Work,Bugs,Negative,,,,,https://appfollow.io/gp/92092/review/5892778583?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778583,,,
2024-09-01T21:12:46+00:00,co.billpoint.app,,us,en,,Opeyokun David,1,,The transaction are always slow I have to wait hours before I see the money I made,,,,,,,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778584?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778584,,,
2024-09-01T17:53:52+00:00,co.billpoint.app,,us,en,,Nina Diana,1,,it is very bad i remitted money on the app and it didn't reflect on the bill point app,,,,,,,,,2024-09-11T18:44:59,Payment Issues,Bugs,Negative,,,,,https://appfollow.io/gp/92092/review/5892778585?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778585,,,
2024-09-01T17:27:49+00:00,co.billpoint.app,,us,en,,Precious Jumbo,1,,My money isn't showing In the bill point app Same issue,,,,,,,,,2024-09-11T18:44:59,"Doesn't Work,Payment Issues",Bugs,Negative,,,,,https://appfollow.io/gp/92092/review/5892778586?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778586,,,
2024-09-01T15:55:56+00:00,co.billpoint.app,,us,en,,Daniel Otoyo,5,,best payment app,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778587?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778587,,,
2024-09-01T14:51:50+00:00,co.billpoint.app,,us,,,Sodum Ikenna,5,,Best,,,,,,,,,2024-09-11T18:44:59,,,,,,,,https://appfollow.io/gp/92092/review/5892778588?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778588,,,
2024-09-01T12:04:46+00:00,co.billpoint.app,,us,en,,Bolaji Oyewo,4,,you guys are trying though,,,,,,,,,2024-09-11T18:44:59,,,Neutral,,,,,https://appfollow.io/gp/92092/review/5892778589?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778589,,,
2024-09-01T10:42:55+00:00,co.billpoint.app,,us,en,,Igwe Bright,1,,Worse ever. I Have lost so much to this app. Download at ur loss,,,,,,,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778590?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778590,,,
2024-08-31T20:05:49+00:00,co.billpoint.app,,us,en,,Chisom Okoye,5,,very good and fast for my data business,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778591?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778591,,,
2024-08-31T20:04:19+00:00,co.billpoint.app,,us,en,,Lawal Tope,1,,I have been trying to subscribe for 2gb and it is telling me the max amount I can do Is 570 naira,,,,,,,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778592?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778592,,,
2024-08-31T17:09:10+00:00,co.billpoint.app,,us,en,,Jason Beghe,5,,is perfect among all the Bank,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778593?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778593,,,
2024-08-31T00:14:18+00:00,co.billpoint.app,,us,en,,Godwin Oche,1,,"Really bad customer service, carry out transactions without reflecting on the app",,,,,,,,,2024-09-11T18:44:59,Customer Service,User Feedback,Negative,,,,,https://appfollow.io/gp/92092/review/5892778594?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778594,,,
2024-08-30T23:51:00+00:00,co.billpoint.app,,us,,,John Ogo.,5,,the best,,,,,,,,,2024-09-11T18:44:59,,,,,,,,https://appfollow.io/gp/92092/review/5892778595?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778595,,,
2024-08-30T22:34:35+00:00,co.billpoint.app,,us,en,,Boniface Obi,5,,Services are fast and satisfactory,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778596?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778596,,,
2024-08-30T13:30:39+00:00,co.billpoint.app,,us,en,,Precious Izu Ikem,1,,It takes two or three days to reflect whenever i fund my account and is very annoying.At times i the money didn't reflect at all,,,,,,,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778597?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778597,,,
2024-08-30T11:48:13+00:00,co.billpoint.app,,us,en,,Delight Chuks,1,,pls I need my money back since yesterday I sent money I haven't received any alert pls too I need it back oooo,,,,,,,,,2024-09-11T18:44:59,Refund Request,Monetization,Neutral,,,,,https://appfollow.io/gp/92092/review/5892778598?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778598,,,
2024-08-30T10:57:43+00:00,co.billpoint.app,,us,en,,Ezema Ifeanyi David,5,,Nice one,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778599?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778599,,,
2024-08-30T06:23:45+00:00,co.billpoint.app,,us,en,,Sunny Igbo,1,,"Could you believe that for two days I've been waiting for their OTP verication code but the more I wait the less I see, it's been saying that ""OTP VERIFICATION SENT SUCCESSFULLY"" but I can't find anything in my email till date. U GUYS SHOULD DO SOMETHING because it's frustrating me or should I uninstall this app?",,,,,,,,,2024-09-11T18:44:59,"Account Issues,Login & Access,Security","Bugs,User Feedback",Negative,,,,,https://appfollow.io/gp/92092/review/5892778600?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778600,,,
2024-08-30T05:09:40+00:00,co.billpoint.app,,us,en,,Emmzy Berry,2,,I funded my wallet and it's not still reflected Y'all are thieves pending transactions haven't steal be refunded is that fair,,,,,,,,,2024-09-11T18:44:59,"Fraud,Refund Request","Monetization,User Feedback",Negative,,,,,https://appfollow.io/gp/92092/review/5892778601?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778601,,,
2024-08-30T03:06:26+00:00,co.billpoint.app,,us,,,Gospel for all nations,1,,Good apps,,,,,,,,,2024-09-11T18:44:59,,,,,,,,https://appfollow.io/gp/92092/review/5892778602?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778602,,,
2024-08-30T02:58:41+00:00,co.billpoint.app,,us,en,,Joseph Matthew,5,,This month makes it a year I love billpiont,,,,,,,,,2024-09-11T18:44:59,Established User,User Feedback,Positive,,,,,https://appfollow.io/gp/92092/review/5892778603?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778603,,,
2024-08-29T22:29:47+00:00,co.billpoint.app,,us,en,,Okoye Samuel,5,,This is is wat I will recommend to all citizens so if U haven't downloaded it you won't be enjoying what I and my family is enjoying @blord thank for the best app KIZZIE D Hussula cares,,,,,,,,,2024-09-11T18:44:59,Thank You,User Feedback,Positive,,,,,https://appfollow.io/gp/92092/review/5892778604?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778604,,,
2024-08-29T21:41:15+00:00,co.billpoint.app,,us,en,,Ovy,1,,Billpoint refund my money ooo You guys are fund of stealing from customers always,,,,,,,,,2024-09-11T18:44:59,"Fraud,Refund Request","Monetization,User Feedback",Negative,,,,,https://appfollow.io/gp/92092/review/5892778605?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778605,,,
2024-08-29T21:09:30+00:00,co.billpoint.app,,us,en,,ernest Dominic,1,,I subscribed 1400and could not get my money nor the data,,,,,,,,,2024-09-11T18:44:59,Subscription,Monetization,Negative,,,,,https://appfollow.io/gp/92092/review/5892778606?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778606,,,
2024-08-29T09:06:11+00:00,co.billpoint.app,,us,en,,Carl Grayson,1,,Why would my account be banned for no reason? It's alarming for your app to keep doing just what you were dragged over online. If your platform is not effective close it. I will send to blogs if after 24hours and it's not resolved.,,,,,,,,,2024-09-11T18:44:59,Account Issues,Bugs,Negative,,,,,https://appfollow.io/gp/92092/review/5892778607?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778607,,,
2024-08-29T07:12:36+00:00,co.billpoint.app,,us,,,Murking,1,,Bad,,,,,,,,,2024-09-11T18:44:59,,,,,,,,https://appfollow.io/gp/92092/review/5892778608?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778608,,,
2024-08-29T05:54:31+00:00,co.billpoint.app,,us,en,,Prosper Onyedikachi,1,,"They should fix the problem of Wallet Funding, I've tried to fund my wallet a lot of times, but it doesn't reflect on the app, I don't know where the money went to, and I can't lay any complaint, they should fix that problem, it's a very bad app.",,,,,,,,,2024-09-11T18:44:59,"Doesn't Work,Payment Issues",Bugs,Negative,,,,,https://appfollow.io/gp/92092/review/5892778609?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778609,,,
2024-08-28T18:15:18+00:00,co.billpoint.app,,us,en,,okuyak sandy,1,,What kind of stupid app doesnt have costomer support panel...ive literally got money hanging in my funded account and its not reflecting on my billpoint account,,,,,,,,,2024-09-11T18:44:59,"Customer Service,Doesn't Work,Offensive","Bugs,Report a Concern,User Feedback",Negative,,,,,https://appfollow.io/gp/92092/review/5892778610?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778610,,,
2024-08-28T17:31:46+00:00,co.billpoint.app,,us,en,,frank obinegbo,2,,Very useful and good app but the problem I have is that the data I buy from this app exhaust very fast and it is pretty annoying 😞😞😞😞😞😞 Please fix that,,,,,,,,,2024-09-11T18:44:59,,,Mixed,,,,,https://appfollow.io/gp/92092/review/5892778611?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778611,,,
2024-08-28T14:18:34+00:00,co.billpoint.app,,us,en,,Bukky Franky,1,,"very poor I tried to update my wallet from opay, for the past 1week now the money is still hanging. no means of communicating with customer care service.....",,,,,,,,,2024-09-11T18:44:59,"Customer Service,Doesn't Work","Bugs,User Feedback",Negative,,,,,https://appfollow.io/gp/92092/review/5892778612?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778612,,,
2024-08-28T09:31:28+00:00,co.billpoint.app,,us,en,,James Paul,1,,"Hey this is really annoying,I just logged into my app and I couldn't find my money inside. please do something about it.",,,,,,,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778613?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778613,,,
2024-08-27T11:46:36+00:00,co.billpoint.app,,us,en,,Osuji Marvelous,5,,the best subscription app you can ever use in Nigeria presently and for a very very long time till God knows when. I recommend this app,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778614?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778614,,,
2024-08-27T10:48:48+00:00,co.billpoint.app,,us,en,,Hameed Buruji,1,,Very poor data app and there sever is not good at all very poor service I don't recommend this app for anyone pls look into other apps,,,,,,,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778615?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778615,,,
2024-08-27T08:11:15+00:00,co.billpoint.app,,us,en,,Emykriss horficial,5,,Billpoint is the best when it comes to affordable rates ▶️▶️,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778616?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778616,,,
2024-08-26T23:50:47+00:00,co.billpoint.app,,us,en,,Anna Alice,3,,It's good,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778617?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778617,,,
2024-08-26T20:53:16+00:00,co.billpoint.app,,us,en,,Olagoke Blessing,1,,"This App is nonsense. I credited my wallet using Sterling bank not knowing they're no longer using it and I wasn't informed before. Their Network is bad and if I credited my wallet, it takes minutes before it reflects.",,,,,,,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778618?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778618,,,
2024-08-26T19:27:45+00:00,co.billpoint.app,,us,en,,Chinko Obiawuchukwu,3,,The account provided is not fast and reliable credited my account but didn't see it in my bill point account 😔😔,,,,,,,,,2024-09-11T18:44:59,Account Issues,Bugs,Negative,,,,,https://appfollow.io/gp/92092/review/5892778619?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778619,,,
2024-08-26T18:48:36+00:00,co.billpoint.app,,us,en,,Sylvanus Moses udom,5,,I love this app,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778620?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778620,,,
2024-08-26T16:40:12+00:00,co.billpoint.app,,us,en,,30Bg Kodak,1,,"Nah ogu go kill anybody were day use this platform day scam people, this app has turned to something else. Stop funding your wallet, I just credited 150k to my wallet it didn't reflect, I tried to get help from the support, then I got blocked",,,,,,,,,2024-09-11T18:44:59,"Customer Service,Fraud",User Feedback,Negative,,,,,https://appfollow.io/gp/92092/review/5892778621?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778621,,,
2024-08-26T14:19:55+00:00,co.billpoint.app,,us,en,,Emeka Davis,5,,It's absolutely amazing to use n well preserve..,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778622?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778622,,,
2024-08-26T13:55:25+00:00,co.billpoint.app,,us,en,,Okere Ruth,1,,"Can you people explain why I'll deposit money to this app, and the money would not reflect, this is so annoying. Several times I had made deposit and my money would go missing. 😡 Customer care wouldn't even reply. Mitcheeew",,,,,,,,,2024-09-11T18:44:59,"Customer Service,Payment Issues","Bugs,User Feedback",Negative,,,,,https://appfollow.io/gp/92092/review/5892778623?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778623,,,
2024-08-26T08:58:38+00:00,co.billpoint.app,,us,en,,Beyley Dela,1,,Rubbish app funded my account and tried to buy data and all i got was have reached my limit since when did this one start kwanu,,,2024-02-16T20:54:46+00:00,,"Dear customer, we sincerely apologize for any troubles you might’ve encountered while using our app. Rest assured we are doing everything to ensure you enjoy quality services always. For faster response to your enquires/complaints , kindly contact Newcastle on the Jetpay app. Thank you so much for using the Billpoint app.",,,,2024-09-11T18:44:59,"Account Issues,Offensive","Bugs,Report a Concern",Negative,,,,,https://appfollow.io/gp/92092/review/5892778624?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778624,,,
2024-08-26T07:37:49+00:00,co.billpoint.app,,us,en,,Obiekwe Valerian,1,,This app is very useless worst app I have ever seen poor customer service... each transfer I do don't reflect and when you go to customer service to report no response,,,,,,,,,2024-09-11T18:44:59,Customer Service,User Feedback,Negative,,,,,https://appfollow.io/gp/92092/review/5892778625?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778625,,,
2024-08-25T22:03:24+00:00,co.billpoint.app,,us,en,,Chisom Israel,5,,"No discrimination for now to I use the app ,and also hw do will earn from the app?",,,,,,,,,2024-09-11T18:44:59,,,Negative,,,,,https://appfollow.io/gp/92092/review/5892778626?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778626,,,
2024-08-25T19:50:35+00:00,co.billpoint.app,,us,en,,Love Daramola,1,,U keep putting my money on pending pls its my last card give it back 😫😫 am looking for how to report the app 😡,,,,,,,,,2024-09-11T18:44:59,Refund Request,Monetization,Negative,,,,,https://appfollow.io/gp/92092/review/5892778627?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778627,,,
2024-08-25T17:46:49+00:00,co.billpoint.app,,us,,,Ifunanya Ezeonye,5,,the best,,,,,,,,,2024-09-11T18:44:59,,,,,,,,https://appfollow.io/gp/92092/review/5892778628?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778628,,,
2024-08-25T16:25:11+00:00,co.billpoint.app,,us,en,,drenny Go,5,,Fast and reliable Top noch,,,,,,,,,2024-09-11T18:44:59,,,Positive,,,,,https://appfollow.io/gp/92092/review/5892778629?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/723078?review_id=5892778629,,,
